hotel_name,hotel_lat,hotel_lon
Le Campulley,49.449002,1.090466
Hotel De Quebec,49.43783419,1.09725282
Appartement T2 centre-ville,49.445091,1.0965322
les Hallettes du havre,49.4891864,0.1064171
ibis Rouen Centre Champ de Mars,49.43572312,1.10273123
Le Cosy Breizh by Cocoonr,48.635993,-2.014667
Hotel Morand,49.44569975,1.094523
Le charme de l ancien entre mer et ville,49.4962963,0.0992278
Franciscopolis - Terrasse extérieure - 4 pers,49.4874011,0.1129328
Best Western Plus Le Havre Centre Gare,49.49334357,0.12431771
L appart atelier au cœur du Havre,49.49378497,0.11101642
Danton Renaissance - F2 rénové - Tout équipé,49.49521959,0.12231862
Séjours & Affaires Lille Europe,50.63647023,3.07490923
Côté cottage,49.317228,-0.794725
B&B Hotel LE HAVRE Centre Gare,49.493046,0.124163
Logis Hôtel la Grassinais Saint-Malo,48.6241745,-1.98798195
Hôtel Cartier,48.65001325,-2.02483177
Hôtel La Villefromoy,48.66144857,-1.99189693
Le Britannic,48.64678829,-2.00719357
Hotel Alba,48.65649842,-2.00342774
Le Deriveur by Cocoonr,48.6390221,-2.0161992
UMAN « un monde à nous »,49.89347422,2.2973027
Ô Palais de justice - 4 personnes,49.49225848,0.11782084
Résidence La Hoguette,48.65626455,-2.00260431
Hôtel Hor Les Lumières,48.8666228,2.3730003
Malouinière Le Valmarin,48.63437275,-2.01816648
Charmant T2 hyper centre. Cathédrale,49.89387632,2.3009108
ibis budget Amiens Centre Gare,49.891591,2.313573
Grey's amienoise,49.9052495,2.2869794
ibis Styles Amiens Centre,49.891422,2.304996
Mercure Amiens Cathédrale,49.89571084,2.29956239
L'Emeraude,49.8855193,2.2943624
Gîte de l'Ardoisier the slaty place,49.25731927,-0.72057875
Le Bel-Air - Plage à 700 m - St Malo,48.6339578,-2.0118045
Hotel Ar Terra Nova,48.6364051,-2.0141844
Au Spatial,49.89193885,2.30575562
L'Escapade Malouine,48.6324492,-2.0072682
Le Vent de Mer,48.6587751,-1.9984481
L'Abordage by Cocoonr,48.6395741,-2.0176991
ROUEN centre ville Palais de Justice,49.44123006,1.0908328
Cosy'Appart - COEUR DE SEINE,49.444804,1.107645
L'athlétique,49.4466201,1.0954586
Une Maison en ville,49.889702,2.2984392
Appart Rouen Centre,49.444668,1.088917
Campanile Rouen Mermoz,49.43443341,1.07183611
Superbe T1 atypique,49.447776,1.0992747
ibis budget Rouen Centre Rive Gauche - Opening September 2020,49.425341,1.068718
F3 AVEC PARKING ROUEN COTE DOCK76,49.4538763,1.0557122
Moxy Lille City,50.627831,3.063592
Hotel Art Deco Euralille,50.64602156,3.07587147
Le PETIT PASTEL - Joli duplex - Proche de la plage,48.639927,-2.01826
Eklo Hotels Lille,50.62003296,3.08456697
Residhotel Lille Vauban,50.63220722,3.04668635
CALM Appart' & Hostel,50.63734618,3.06945696
Logement Calme au Havre,49.4979238,0.1223648
Hotel Terminus - Gare,48.64682786,-2.00862427
Appartement 2 pièces Le Havre Centre,49.4936253,0.1179744
L'ESTUAIRE,49.5015303,0.1137844
Appartement Cosy T2 tout équipé Coty Le Havre,49.49796,0.114632
l'océane,49.5094117,0.1052942
Les Gîtes Havrais,49.4982166,0.123585
Citadines City Centre Lille,50.63686519,3.0732429
Les Grands Pins - plage du Val à 80 m - St Malo Rothéneuf,48.6819904,-1.9744975
ROYALE APARTMENTS VIEUX LILLE 24H24H Access,50.63986775,3.05813735
Le Marco Polo by Cocoonr,48.6385735,-2.0170908
chambre d'hôte et gîte du jardin des corsaires,48.645792,-1.982793
Kereden Location,48.65603244,-2.00290203
Le Traou Mad - Au cœur de l'Intra-muros,48.6475659,-2.0262518
Le Petit Haussmannien à 2 pas de la Plage,49.4991804,0.0945426
Grand Hôtel de Courtoisville - Piscine & Spa,48.65782725,-1.99775219
APPART COSY TOUT CONFORT CENTRE VILLE 3 PERSONNES,49.8888934,2.2883795
Cosy Studio hyper centre- Arrivée Autonome,49.89251112,2.29748664
Résidence Le Bristol Amiens Centre,49.892124,2.295527
Odalys City Amiens Blamont,49.88714842,2.3116109
Les jardins de Verdun,49.89418982,2.31086499
Une Maison en ville,49.889702,2.2984392
Au Spatial,49.89193885,2.30575562
Chateau des Monts,49.27519283,-0.75466627
L'Orangerie du Grand Jardin,49.22753244,-0.63336611
Les Herbagettes,49.23788347,-0.6387177
Le Juno Beach YourHostHelper,49.3399304,-0.76000187
La Charretterie,49.249854,-0.594265
Maison du Pêcheur (6 pers) Arromanches les bains,49.3378577,-0.6226693
Alpha Ocean,48.66336719,-1.98954195
Hotel Cluny Square,48.85148396,2.34343462
Citadines Saint-Germain-des-Prés Paris,48.85492633,2.34115541
Residhome Paris Gare de Lyon - Jacqueline de Romilly,48.8419123,2.384095
Citadines Trocadéro Paris,48.8663623,2.28569001
Holiday Inn Paris Opéra - Grands Boulevards,48.87156746,2.34359622
Aparthotel Adagio Access Paris Reuilly,48.84894151,2.38566399
Luxury,49.9051838,2.2866628
Citadines Maine Montparnasse Paris,48.83921885,2.32245706
Citadines Les Halles Paris,48.86059281,2.34708443
appartements proche gare,49.892468,2.3052731
LES GRENOUILLES,49.8961025,2.3107899
Résidence « Au passage coloré »,49.8918857,2.2862221
Côté cottage,49.317228,-0.794725
Première Classe Amiens,49.91856793,2.29331338
Le Hauban by Cocoonr,48.6476745,-2.0251951
Concevoir des installations luxueuses et un confort exceptionnel,49.3396347,-0.7616151
L'Aurore by Cocoonr,48.649681,-2.024871
charmant petit t2 neuf,48.6479663,-1.98081538
Capitainerie Clos Morin,48.618692,-2.00908
Kyriad Prestige Saint-Malo,48.6360992,-1.98920667
Chambres d’hotes La Barbinais Bed&Breaksfast Saint Malo,48.64598529,-1.96125805
La Chambre D'Amiens,49.89448371,2.27680253
Le Vivier,49.885365,2.269669
OKKO Hotels Lille Centre,50.634074,3.064229
L'Hermitage Gantois,50.63117791,3.06831837
Flandres Appart' Hotel par NOCNOC,50.63622094,3.06838409
Le Chat Qui Dort,50.64365556,3.06011927
LE GEORGE V - Beau 2 chambres au coeur de St Servan,48.6373316,-2.0157318
AU BORD DE L'EAU,49.4866056,0.1086945
Alliance Lille - Couvent Des Minimes,50.63786885,3.0546277
Hotel De Quebec,49.43783419,1.09725282
Aparthotel Adagio Access Lille Vauban,50.6328418,3.0495885
Appartement COSY - HYPER CENTRE du Havre,49.4956569,0.1169298
ibis Styles Le Havre Centre,49.48849655,0.107342
Best Hôtel Lille,50.62603955,3.05190325
L'Emeraude,49.8855193,2.2943624
Appart'City Confort Lille - Euralille,50.6454875,3.07321072
Zenitude Hôtel-Résidences Le Havre,49.50008887,0.14129341
Résidence La Frégate,49.49342197,0.13021991
Appartement Rez de chaussé,49.892468,2.3052731
Grand appartement moderne à proximité de la gare,49.8912156,2.3073973
Appart'City Amiens Gare Cathédrale,49.8943163,2.3097612
Le 21 TER SPA option,49.902461,2.2909172
Résidence « Au passage coloré »,49.8918857,2.2862221
STUDIO HYPER CENTRE GARE AMIENS WIFI 2 PERS,49.888977,2.3115448
Appartement en front de mer avec terrasse et vue mer,49.34038702,-0.62372225
Le Saint Louis,49.88977885,2.30249941
Villa Gold Beach,49.331002,-0.604798
Appartement de standing - avec terrasse et vue mer,49.34045157,-0.62324237
La cabane chambre balnéo vue mer,49.3089166,-0.58434649
L'ECOLE BUISSONNIERE,49.2903229,-0.5694623
Un Bateau sous mon Transat by Les Filles du Bord de Mer,49.34927231,-0.7567665
Le Clos Loisel Maison ancienne et jardin bucolique,49.266171,-0.839127
Hôtel Brittany,48.87678576,2.33845711
Au chat qui danse,48.650205,-2.027067
Mercure Paris Place d'Italie,48.83033035,2.35297859
9Hotel Opera,48.87631608,2.34713338
Ribera Eiffel,48.85046823,2.27059722
Citadines Place d'Italie Paris,48.83062963,2.35488027
ibis Styles Paris Bercy,48.83841913,2.3810935
Sonder Atala Champs-Élysées,48.8734009,2.30228215
Hotel Paradis,48.87380753,2.34990209
Citadines Bastille Gare de Lyon Paris,48.84623743,2.38374889
un Nid en Ville-a Nest in Town -AMIENS-classé 3 étoiles,49.8911006,2.2939301
La Terrasse du Port - Front de Mer - 10 Personnes,49.3492038,-0.75651702
Hôtel Mondial,48.87188811,2.3439429
Le Skipper,48.6496795,-2.0065774
Apartment Le Victoria,48.6408499,-2.0191565
La Conchee,48.67741279,-1.98646032
Les Armateurs,48.65215603,-2.01601475
Le 1684,48.650699,-2.025053
Grand Hôtel Des Thermes,48.65783788,-1.99934542
Rochebonne Plage,48.66526291,-1.98636834
Studio Le Medicis - 4,49.4404782,1.0841025
Cosy'Appart - COEUR DE SEINE,49.444804,1.107645
Rouen Le Jouvenet Au Calme,49.45149414,1.10312898
Kyriad Rouen Centre,49.44158357,1.08144455
Chic studio avec parking au centre-ville,49.4324073,1.0810807
Appart Rouen Centre,49.4411366,1.0953449
Duplex au pied de la gare - NETFLIX - Hyper-centre,49.8894004,2.3096329
Princesse Apart'hôtel,50.64524428,3.05623502
Zen Appart Vieux Lille 2,50.64326092,3.0595188
Victoria's House,50.645603,3.057067
STUDIO HYPER CENTRE SAFARI TOUT ÉQUIPÉ WIFI 2PERS,49.888977,2.3115448
Crowne Plaza Euralille,50.63993565,3.07568908
Hôtel De La Cathédrale,49.44011681,1.09693363
Aparthotel Adagio Lille Centre Grand Place,50.635281,3.060162
THE HOUSE STANDING,49.8831347,2.2852578
Duplex cosy et contemporain avec parking privé,49.8957535,2.278203
The Nest,49.889307,2.294634
Unique - SPA - 4 Pers - NETFLIX - Gare,49.8926758,2.3082578
Le STUDIO des Fédérés,49.8965252,2.2825902
Joli petit studio,49.8842628,2.3092113
Appartement à 300m de la plage - Extérieur commun,49.3391333,-0.5861465
Babord,49.33949817,-0.59520876
La proue - appt avec terrasse à moins de 100m de la plage,49.3394772,-0.59513366
Suite & Spa Maison de charmes avec Sauna & Hammam,49.212384,-0.5929889
Joli appartement - 4min à pieds de la plage,49.3391333,-0.5861465
Appart à 2 pas de la plage - Centre d'Asnelles,49.3391333,-0.5861465
Villa Temis,47.2493792,5.9956646
Appartement refait à neuf,47.2576952,6.0416932
Hotel Carlton,50.63671804,3.06532234
Hotel De La Treille,50.64053101,3.06424141
Hôtel Albert 1er,48.87946261,2.35801511
Odalys City Paris Montmartre,48.88823224,2.34266632
Boutons d'or,49.2946,-0.529395
Timhotel Tour Eiffel,48.85010729,2.29235932
Odalys City Paris XVII,48.8997159,2.3215052
Aparthotel Adagio Porte de Versailles,48.8310834,2.28104442
Belambra Clubs Colleville-sur-Mer - Omaha Beach,49.35937949,-0.84055603
Les Gites du Colombier,48.63836588,-1.96703754
Le RUELLAN charmant duplex proche plage,48.656487,-1.982275
Appartnath,48.63042586,-1.96531617
Appartement place du vieux marché,49.4428999,1.087377
Aparthotel Adagio Paris Centre Tour Eiffel,48.84986108,2.28541642
Stanford/ Cosy - Centre-Ville Rouen /Netflix-Wifi/,49.44360237,1.08137106
Hotel Morand,49.44569975,1.094523
Le petit Mouton,49.4415971,1.0986873
Soleil d’été,49.421793,1.106844
Le Dix-Huit Studio Duplex,49.44575875,1.09643481
ZE Hotel,48.8789149,2.34488368
Petit cocon chaleureux proche fac de droit,49.4439914,1.080368
Spa & Détente - Cinéma - Parking - Gare,49.8889205,2.3066553
Novotel Paris 20 Belleville,48.869519,2.380138
The Gem,49.88886517,2.2918993
The Circus,49.8855193,2.2943624
Appartement Cosy 1 Amiens,49.88881,2.284673
Private Room & Spa,50.63894958,3.05878908
Hotel Delambre,48.8413407,2.32606077
Le Chic Agil avec metro aux pieds du logement,49.4263727,1.0865805
Rouen Hyper Centre Cathédrale Hotel de ville,49.441853,1.0983651
Cosy'Appart - TY BOUQUET,49.4502853,1.0890898
ROUEN centre ville Palais de Justice,49.44123006,1.0908328
Jasmin,49.43168484,1.08609305
Studio avec mezzanine centre de Rouen,49.4457784,1.0782783
Rouen Quartier St Maclou,49.44116738,1.09961213
Hotel Astoria - Astotel,48.88163839,2.32290566
Hôtel Baudelaire Opéra,48.86794671,2.33619802
Hôtel du Square d'Anvers,48.8821918,2.3448354
The Chess Hotel,48.8716017,2.3349768
Mercure Paris Gare du Nord,48.8800328,2.35948227
Hôtel Augustin - Astotel,48.87544992,2.31830567
Hôtel De l'Arcade,48.87158378,2.32354805
Residhotel Lille Vauban,50.63220722,3.04668635
ibis budget Lille Centre,50.64241422,3.06787005
CALM Appart' & Hostel,50.63734618,3.06945696
Le Chat Qui Dort,50.64365556,3.06011927
Lille Centre - Cozy ap with terrace & parking,50.639011,3.080044
Le Cottage Bien-Etre - Jacuzzi,49.45250082,1.05945263
Old Town - Nice cozy and functional ap Terrace,50.640148,3.059567
Studio Pelletiers,48.58266541,7.74647851
MERCIER HOME,48.5852855,7.7688617
La Madeleine - Strasbourg,48.5799402,7.7535241
Hôtel Diana Dauphine,48.576309,7.75253356
Petit Cronenbourg - GOLDEN TREE - WIFI - 5 min gare de Strasbourg,48.59478277,7.71969353
A L'ill - Apparts & Studios Strasbourg Hyper Centre,48.579371,7.751166
City Residence Access Strasbourg,48.590014,7.73987
Superb T2 well equipped 2min from the center!,50.641018,3.062663
L'Hermitage Gantois,50.63117791,3.06831837
Astrid,49.44830636,1.09381422
Chaleureux appartement centre ville proche gare.,47.2469725,6.0231984
Studio Le Medicis 5,49.44046203,1.08415972
Strasbourg Appart Rue du 22 Novembre,48.58254364,7.74379355
ibis Strasbourg Centre Les Halles,48.58599411,7.74306346
Hotel Beaucour,48.57866119,7.751403
Hotel Rohan,48.58094495,7.7504307
Résidence les Cèdres,48.59089809,7.71870852
Charmant Studio avec accès internet au centre ville,49.4456904,1.1017485
Novotel Strasbourg Centre Halles,48.58567806,7.74252087
Hotel des Tonneliers,48.57977292,7.74951205
ibis Styles Strasbourg Avenue du Rhin,48.569366,7.777569
Le Lodge Brit Hotel Strasbourg Zenith,48.58829415,7.69744687
Alba Opéra Hôtel,48.87965223,2.34159127
Hotel Joke - Astotel,48.8824459,2.3318648
Novotel Paris Gare De Lyon,48.84537605,2.37528384
Hotel Paix Republique,48.86820749,2.36174762
Hotel Monterosa - Astotel,48.87948686,2.33417228
Jardins Eiffel,48.85904478,2.30750106
Newhotel Le Voltaire,48.858279,2.381595
Lille Centre - Nice cozy and functional ap,50.634903,3.067201
Deffrennes,50.61194945,3.06866892
Citadines City Centre Lille,50.63686519,3.0732429
Aparthotel Adagio Access Lille Vauban,50.6328418,3.0495885
Lille Grand place - Functional and equipped studio!,50.635838,3.058701
Novotel Paris Vaugirard Montparnasse,48.83998236,2.30309486
Lille Centre - Nice cozy and functional ap,50.634903,3.067201
Campanile Lille Sud - CHR,50.615461,3.03730352
Marc,48.5818474,7.7066507
Le Zénith - GOLDEN TREE - Parking privé & WIFI - 5 min Zénith de Strasbourg,48.58608262,7.69094081
hotelF1 Strasbourg Pont de l'Europe,48.572891,7.79294731
Néméa Appart-Hôtel Elypséo,48.56979606,7.77922116
La Charmille,48.580824,7.7187735
Appartement Marie,48.583103,7.736602
EtC...Hôtel - Strasbourg Hyper Centre,48.58081453,7.74618611
Appartements Au-Dessus Du...,48.58239696,7.75326781
Mercure Strasbourg Centre Petite France,48.58361365,7.73788601
City Residence Access Strasbourg,48.590014,7.73987
CityCosy-Strasbourg : Kleber Fashion Style,48.58698,7.7461467
Auberge de Jeunesse HI Strasbourg 2 Rives,48.56586075,7.80018568
Couvent du Franciscain,48.58794244,7.74613515
Hôtel Gutenberg,48.58106251,7.74778068
Maison Rouge Strasbourg Hotel & Spa,48.58237114,7.74588235
Sofitel Strasbourg Grande Ile,48.58518658,7.7462773
ibis Strasbourg Centre Gare,48.5844952,7.73657061
Lille Centre - Nice cozy and functional ap,50.629475,3.044285
The People - Strasbourg,48.581195,7.757318
Hotel Joyce - Astotel,48.87938588,2.33421519
Mercure Paris Alesia,48.82365654,2.32395172
Hôtel des Comédies,48.87106378,2.34984577
1er Etage SoPi-Montmartre,48.87979654,2.33431211
Hotel Viator - Gare de Lyon,48.84684816,2.37256408
Louisa Hôtel,48.86916013,2.28906624
Hotel 34B - Astotel,48.87262971,2.34366865
Studio du musée,50.6300572,3.0588795
OKKO Hotels Lille Centre,50.634074,3.064229
Grand Hotel Francais,48.85158544,2.39082724
Auberge de Jeunesse HI Lille,50.624178,3.080742
Princesse Apart'hôtel,50.64524428,3.05623502
Best Hôtel Lille,50.62603955,3.05190325
Victoria's House,50.645603,3.057067
Lille Centre - Nice cozy and functional ap,50.639324,3.070451
L'Industrie de Marie - Comme un Bretzel'Lover,48.5650503,7.7666087
Petit Nid,48.6101047,7.7796094
Camping de Strasbourg,48.57441872,7.71810875
La Cabane - Cocon - RBNB,48.5808483,7.732624
Bel Appartement en RDC proche Strasbourg,48.555668,7.716913
La Rose,48.5774828,7.7512267
Kyriad Direct Strasbourg Ouest - Zénith,48.58850264,7.6995492
Nouveau - L'Envol - Proximité tram,48.5690431,7.7119823
Hôtel Campanile Strasbourg Aéroport Lingolsheim,48.56176222,7.69705474
Pavillon REGENT PETITE FRANCE,48.58159136,7.74154821
ibis Strasbourg Centre Historique,48.57825014,7.73535619
Hotel D - Strasbourg,48.5880105,7.74749973
Le Petit Tonnelet - Strasbourg Cathedrale,48.583204,7.752675
Villa Kleber,48.58601195,7.74377016
STUDIO LE TILLEUL,47.32626804,5.03758495
Okko Hotels Strasbourg Centre,48.57408002,7.76544945
Superb flat in the heart of Old Lille!,50.640575,3.064104
Régent Contades,48.58573972,7.75831036
PAUL & PIA - Welcome Home Hotel,48.07654046,7.34987363
Hôtel A La Villa des Artistes,48.84228828,2.33078197
Entre douceur et délicatesse,48.0754166,7.3599629
Le 23 - Strasbourg,48.585578,7.7399253
LOFT BOHEME STRASBOURG juqu'a 8 COUCHAGES,48.5496506,7.7699646
Les Appartements Saint Nicolas,48.0781011,7.3573776
Garrigae Villa La Florangerie,48.58936133,7.77331933
L’extasia appartement avec jacuzzi balneo double,45.1810533,5.7145708
Private Room & Spa,50.63894958,3.05878908
The EastSide - Central Studio - Parking,48.076244,7.363995
The People - Lille,50.64574603,3.05592656
Appartement Bredala,48.07805253,7.35612649
Hotel Primo Colmar Centre,48.08151469,7.35728122
COLMARAPPART Grand'Rue,48.07641026,7.35954888
Cerise Strasbourg,48.56051607,7.74588168
Hotel Le Colombier Suites,48.07394456,7.35857606
Le Jules,48.0769419,7.36328
Hôtel De La Couronne,48.16643355,7.29782805
Hotel Arc-En-Ciel Colmar Contact Hotel,48.08745399,7.36068696
Relais & Châteaux La Maison Des Têtes,48.07859549,7.35552706
Les Appartements Saint Nicolas,48.0781011,7.3573776
Hôtel L'Orayé - Colmar Ouest,48.12183962,7.28607595
ibis Colmar Centre,48.079198,7.363507
Les Appartements de Home Petite Venise,48.07406195,7.35946119
Hôtel le Saint Nicolas,48.16677417,7.29575068
Hôtel le Thurot,47.32660499,5.02834596
Le Tivoli - Balcon vue jardin,47.3168374,5.0362118
Ma Suite - Maison Tillot,47.3202184,5.0350481
B&B Hôtel Dijon Centre,47.32281707,5.03688532
Le paradis iyedessil,47.3279995,5.0602145
LE ROMANTIQUE I HyperCentre Dijon I RENT IMMO,47.3278099,5.044521
Les Charpentiers,48.077884,7.350022
Le cocon de Jules,48.0758869,7.3560215
Le petit Colmarien hyper-centre,48.07754,7.356173
LUCKY PLACE - PARKING - CENTRE - BALCON,48.0819572,7.3535124
Campanile Dijon Centre - Gare,47.32331785,5.02963811
Confort et calme à Colmar,48.069019,7.354518
Appartement 1 pièce et cuisine,45.176007,5.7120501
Résidence Le Parc COLMAR,48.086305,7.361828
La Terrasse - Appartement Cosy et Parking à Grenoble,45.178273,5.726201
Casa Il vino del dottore,45.1811128,5.73783289
Melting-Pot *** T3 centr Grenoble équipé,45.1836065,5.7181659
Place de Metz,45.187456,5.7300631
Le 1965 Double BALNEO,45.1798388,5.7076786
City Residence Access Strasbourg,48.590014,7.73987
Citadines Eurometropole Strasbourg,48.60427412,7.70446112
Montempô Apparthôtel Strasbourg,48.57942103,7.73011345
Appart'City Strasbourg Centre,48.57772068,7.73397669
Chambre d'hôtes La Célestine,48.5807919,7.76009873
City Résidence Strasbourg Centre,48.58906194,7.73879863
Adagio Strasbourg Place Kleber,48.58424797,7.74583608
Sous les Tilleuls PARKING HYPERCENTRE 4-6 Personnes,48.07831426,7.35740174
Le Baudelaire - Cosy Studio et Parking à Grenoble,45.173757,5.72475
Les Vignes,48.07900763,7.36217139
Les Gites Du Retable,48.079075,7.355593
Hotel des Vosges BW Premier Collection,48.585686,7.736483
Maison 1934 - Colmar Gare & parking gratuit j,48.0718823,7.34384118
Cozy Appartement - Le New Dehli - Centre ville - Gare - Free public parking,48.07824083,7.35032891
La Maison de Vacances de Colmar et son jardin 4/5p,48.07057919,7.3682287
L'étoile du Nord - 1 PARKING GRATUIT,48.080417,7.35998
Les Choucas - appartement duplex lumineux avec parking,45.92476321,6.14201192
Nouveau - Le Discovery - Centre Ville - Balcon,48.0765702,7.3555647
2 Charmants logements * CHARMANT GITE COLMAR *,48.0849911,7.3570163
L'ambassadeur - Colmar centre,48.07811575,7.36194647
Hotel KLE,48.13876337,7.26290166
Château d'Isenbourg & SPA,47.96251939,7.29548514
Ibis Colmar Est - Hotel Restaurant en Alsace,48.07790332,7.40279764
Hotel Le Colombier Suites,48.07394456,7.35857606
Villa Élyane,48.07015577,7.3487585
Apparteo Dijon,47.32075509,5.05810049
Sweet Home Dijon-Arquebuse,47.32122395,5.02561968
COLMARAPPART Grand'Rue,48.07641026,7.35954888
Appart Saint Benigne,47.3209854,5.0342042
Appart Hotel Montchapet Dijon Centre,47.327313,5.033343
Chaleureux studio à 5mn de la gare,47.3195125,5.0255886
Campanile Dijon Nord - Toison D'or,47.35607457,5.04529685
Lille centre - Beautiful bright apartment!,50.634144,3.066915
Bel Appartement Rénové 7mn à pied Centre Ville 95M2 5 Pers Enfant Compris,47.3157175,5.0366648
Trifel - Small Studio next to the Little Venice,48.0749791,7.3564998
ibis Lille Centre Grand Place,50.63833665,3.06302972
chambre avec spa by jordans collection,47.31862133,5.04088461
Colmar Suites - Résidence,48.0700078,7.36405
Splendide Studio Centre Colmar,48.080924,7.361428
Ibis Styles Colmar Nord,48.11068714,7.36243308
Le Loft,48.0760676,7.3583871
Suite Le splendide du centre historique avec climatisation,48.07811404,7.35717794
Appartement Beraweka,48.07804413,7.35612113
Le Zen appartement balnéo Grenoble,45.1879446,5.7195958
La Provence Suites,48.07818127,7.35444112
Les Apparts de la Chouette APPT 3,47.3230354,5.041597
Le petit idéal Confort gare Parking,45.18885264,5.7126747
NOCNOC - L'architecte,45.1925557,5.7247192
Le 2005 Double BALNEO,45.1798388,5.7076786
Welcome to Jules' home #DA,45.1796555,5.7234376
Residhotel Le Central'Gare,45.19085898,5.71572438
La Bastille - Charmant Appartement à Grenoble,45.1947087,5.7192895
Citadines Kléber Strasbourg,48.58384564,7.74342477
Comfort Hotel Strasbourg - Montagne Verte & Restaurant Louisiane,48.57269177,7.72871353
Le Moon,48.58750934,7.74958822
Logement entier: Route des Vins.Wintzenheim,48.0680925,7.3130335
Beaublache Résidence studios meublés,45.1884817,5.7184393
voco Strasbourg Centre - The Garden,48.589685,7.739508
Studio Balnéothérapie,48.068011,7.3173397
Best Western Plus Monopole Métropole,48.58501891,7.73882546
Gîtes intemporels d'Alsace,48.068011,7.3173397
Hotel Cour du Corbeau Strasbourg - MGallery,48.57934881,7.75155723
Villa Luxury Colmar,48.0516254,7.3309713
Le Revon - Joli appartement proche centre ville pour 2 personnes,45.9049302,6.1299007
Charmant logement avec balnéo,48.0681157,7.3119156
Appartement Cosy à Annecy le Vieux avec Balcon,45.912521,6.147043
Les hauteurs d'Annecy entre lac et montagne,45.8848905,6.101397
Le Cerf,48.076262,7.357826
Duplex au centre ville d'Annecy 3 pièces de 84m,45.8971718,6.1251614
le panorama du lac,45.89464468,6.13043418
Aux Grains Nobles,48.01965894,7.28162609
Le Green St Léon : Lit Queen Size * WIFI * Idéal Couple,48.0801032,7.3457381
LOVELY COLMAR,48.0764595,7.3600861
Coeur d'Alsace Colmar Vignobles Ouest,48.0720619,7.2913038
Maison 1708 - rue du canard - city center Colmar,48.074492,7.356531
Le Muguet 3 chambres - 1 GARAGE GRATUIT,48.0799715,7.3498856
Le STUDIO 1586 - Centre historique,48.076165,7.3596678
CHAMBRE DU MONDE,48.080059,7.357825
Apartment with balcony near downtown,45.8978167,6.1144659
LA COSTIERE DU LAC,45.89592899,6.13144446
Hotel Beausejour Colmar,48.08405233,7.36607082
Hotel Les Remparts,48.14245852,7.26023555
Gîte du Moulin,48.09577574,7.30304915
L'Esquisse Hotel & Spa Colmar - Mgallery,48.07545714,7.35353217
NEW ! Sur les Quais de Colmar avec parking inclus,48.07436303,7.36021489
L'étoile et le Merveilleux 2 appartements SPA,47.3124567,5.0422015
Les Chambres Du Vignoble - Domaine Pierre Adam,48.12785447,7.28413269
LE MODERNE I Centre Historique Dijon I RENT IMMO,47.321635,5.0364191
La bohème C.A,47.3182283,5.033319
LA CACHETTE - TOPDESTINATION-DIJON,47.3175914,5.0348979
Les Jardins Secrets - Appart Spa - Gare & Centre,47.32528554,5.02885009
Kanzel Residences,48.15536126,7.32067913
Studio cosy aux facs!,47.31558,5.063891
Mercure Strasbourg Centre Petite France,48.58361365,7.73788601
Hotel Kaijoo by HappyCulture,48.58341403,7.74176516
⭐️The Pfeffel | Unbeatable location |Petite Venise,48.075169,7.355828
Hôtel de l'Europe by HappyCulture,48.582097,7.74293996
Adagio Strasbourg Place Kleber,48.58424797,7.74583608
Best Western Plus Hotel Villa D'est,48.59227219,7.74574824
Ibis Styles Strasbourg Centre Gare,48.58416813,7.73675278
Le Salmanazar,47.32557413,5.0326997
L’alcôve - Charmant T2- Centre Ville Dijon,47.3202901,5.0345565
L'écluse escale entre le port et la ville.,47.3141893,5.0197449
Le Suzon,47.3249996,5.0407294
MÉDICIS HOME DIJON LES PETITES ROCHES,47.31436158,5.05549186
Le Petit Duc,47.3247189,5.0451234
My Sweet Homes - Christmas Apartment,48.0773603,7.3618917
les magnolias,48.086071,7.367808
La Petite Venise 3pièces Lit King Size Free Parking,48.08129,7.3474439
Le Saint-Eloi Luxury Apt private parking with AC 6 pers Colmar old town,48.079404,7.3634256
NaNa's,48.07542293,7.35804474
LE DORMEUR DU VAL - TOPDESTINATION DIJON,47.3178208,5.03475
Gastronomie Jardin,47.32008382,5.02662026
Odalys City Strasbourg Green Marsh,48.58668685,7.74025977
HANNONG Hotel & Wine Bar,48.58279611,7.74312839
Appartements Le 32,48.58005151,7.74878651
Résidence les Cèdres,48.59089809,7.71870852
Hôtel Athena Spa,48.59173665,7.71170497
Hôtel Tandem - Boutique Hôtel,48.58383633,7.73494899
Hilton Strasbourg,48.59655677,7.7552855
Cap Dauphiné,45.16202777,5.70930069
Le Grand Hotel,48.58469688,7.736561
Very nice flat with terrace in the heart of Annecy Old Town - Welkeys,45.9002593,6.1269943
La belle alsacienne - Route des vins d'Alsace,48.012111,7.300794
Gite La Fixoune,48.0207403,7.27958542
Wine Lovers Cottage,48.05969059,7.34651741
Castelnau,48.07049955,7.35058363
Confort et calme à Colmar,48.069019,7.354518
Maison 1934 - Colmar Gare & Parking gratuit,48.07188416,7.34382733
GANZALIESELE,48.07130104,7.34756291
Gîte Maria de la Maison Saint-Josse,48.0747757,7.3626182
Studio close to all amenities and the old town,45.894428,6.118924
RESIDENCE ALBIGNY STUDIO VUE SUR LAC,45.903314,6.133732
Apartment Classified 3 stars near downtown and lake,45.904591,6.129737
La Glycine du Faubourg,45.8977488,6.1283209
Nice & bright flat w balcony & beautiful view in Annecy center - Welkeys,45.9071953,6.1264372
GANZALIESELE,48.07130104,7.34756291
The downtown cosy apartments,48.08210098,7.35861393
