city,hotel_name,hotel_lat,hotel_lon
Autograph Collection,L'Hermitage Gantois,50.63117791,3.06831837
Rouen,Astrid,49.44830636,1.09381422
Besançon,Chaleureux appartement centre ville proche gare.,47.24697250,6.02319840
Rouen,Studio Le Medicis 5,49.44046203,1.08415972
Strasbourg,Strasbourg Appart Rue du 22 Novembre,48.58254364,7.74379355
Strasbourg,ibis Strasbourg Centre Les Halles,48.58599411,7.74306346
Strasbourg,Hotel Beaucour,48.57866119,7.75140300
Strasbourg,Hotel Rohan,48.58094495,7.75043070
Strasbourg,Résidence les Cèdres,48.59089809,7.71870852
Rouen,Charmant Studio avec accès internet au centre ville,49.44569040,1.10174850
Strasbourg,Novotel Strasbourg Centre Halles,48.58567806,7.74252087
Strasbourg,Hotel des Tonneliers,48.57977292,7.74951205
Strasbourg,ibis Styles Strasbourg Avenue du Rhin,48.56936600,7.77756900
Strasbourg,Le Lodge Brit Hotel Strasbourg Zenith,48.58829415,7.69744687
Paris,Alba Opéra Hôtel,48.87965223,2.34159127
Paris,Hotel Joke - Astotel,48.88244590,2.33186480
Paris,Novotel Paris Gare De Lyon,48.84537605,2.37528384
Paris,Hotel Paix Republique,48.86820749,2.36174762
Paris,Hotel Monterosa - Astotel,48.87948686,2.33417228
Paris,Jardins Eiffel,48.85904478,2.30750106
Paris,Newhotel Le Voltaire,48.85827900,2.38159500
Lille,Lille Centre - Nice cozy and functional ap,50.63490300,3.06720100
Lille,Deffrennes,50.61194945,3.06866892
Lille,Citadines City Centre Lille,50.63686519,3.07324290
Lille,Aparthotel Adagio Access Lille Vauban,50.63284180,3.04958850
Lille,Lille Grand place - Functional and equipped studio!,50.63583800,3.05870100
Paris,Novotel Paris Vaugirard Montparnasse,48.83998236,2.30309486
Lille,Lille Centre - Nice cozy and functional ap,50.63490300,3.06720100
Lille,Campanile Lille Sud - CHR,50.61546100,3.03730352
Strasbourg,Marc,48.58184740,7.70665070
Strasbourg,Le Zénith - GOLDEN TREE - Parking privé & WIFI - 5 min Zénith de Strasbourg,48.58608262,7.69094081
Strasbourg,hotelF1 Strasbourg Pont de l'Europe,48.57289100,7.79294731
Strasbourg,Néméa Appart-Hôtel Elypséo,48.56979606,7.77922116
charmant 2P proche tram,La Charmille,48.58082400,7.71877350
Strasbourg,Appartement Marie,48.58310300,7.73660200
Strasbourg,EtC...Hôtel - Strasbourg Hyper Centre,48.58081453,7.74618611
Strasbourg,Appartements Au-Dessus Du...,48.58239696,7.75326781
Strasbourg,Mercure Strasbourg Centre Petite France,48.58361365,7.73788601
Strasbourg,City Residence Access Strasbourg,48.59001400,7.73987000
Strasbourg,CityCosy-Strasbourg : Kleber Fashion Style,48.58698000,7.74614670
Strasbourg,Auberge de Jeunesse HI Strasbourg 2 Rives,48.56586075,7.80018568
Strasbourg,Couvent du Franciscain,48.58794244,7.74613515
Strasbourg,Hôtel Gutenberg,48.58106251,7.74778068
Autograph Collection,Maison Rouge Strasbourg Hotel & Spa,48.58237114,7.74588235
Strasbourg,Sofitel Strasbourg Grande Ile,48.58518658,7.74627730
Strasbourg,ibis Strasbourg Centre Gare,48.58449520,7.73657061
Lille,Lille Centre - Nice cozy and functional ap,50.62947500,3.04428500
Strasbourg,The People - Strasbourg,48.58119500,7.75731800
Paris,Hotel Joyce - Astotel,48.87938588,2.33421519
Paris,Mercure Paris Alesia,48.82365654,2.32395172
Paris,Hôtel des Comédies,48.87106378,2.34984577
Paris,1er Etage SoPi-Montmartre,48.87979654,2.33431211
Paris,Hotel Viator - Gare de Lyon,48.84684816,2.37256408
Paris,Louisa Hôtel,48.86916013,2.28906624
Paris,Hotel 34B - Astotel,48.87262971,2.34366865
Lille,Studio du musée,50.63005720,3.05887950
Lille,OKKO Hotels Lille Centre,50.63407400,3.06422900
Paris,Grand Hotel Francais,48.85158544,2.39082724
Lille,Auberge de Jeunesse HI Lille,50.62417800,3.08074200
Lille,Princesse Apart'hôtel,50.64524428,3.05623502
Lille,Best Hôtel Lille,50.62603955,3.05190325
Lille,Victoria's House,50.64560300,3.05706700
Lille,Lille Centre - Nice cozy and functional ap,50.63932400,3.07045100
Strasbourg,L'Industrie de Marie - Comme un Bretzel'Lover,48.56505030,7.76660870
Strasbourg,Petit Nid,48.61010470,7.77960940
Strasbourg,Camping de Strasbourg,48.57441872,7.71810875
Strasbourg,La Cabane - Cocon - RBNB,48.58084830,7.73262400
Strasbourg,Bel Appartement en RDC proche Strasbourg,48.55566800,7.71691300
Strasbourg,La Rose,48.57748280,7.75122670
Strasbourg,Kyriad Direct Strasbourg Ouest - Zénith,48.58850264,7.69954920
Strasbourg,Nouveau - L'Envol - Proximité tram,48.56904310,7.71198230
Strasbourg,Hôtel Campanile Strasbourg Aéroport Lingolsheim,48.56176222,7.69705474
Strasbourg,Pavillon REGENT PETITE FRANCE,48.58159136,7.74154821
Strasbourg,ibis Strasbourg Centre Historique,48.57825014,7.73535619
Strasbourg,Hotel D - Strasbourg,48.58801050,7.74749973
Strasbourg,Le Petit Tonnelet - Strasbourg Cathedrale,48.58320400,7.75267500
Strasbourg,Villa Kleber,48.58601195,7.74377016
Dijon,STUDIO LE TILLEUL,47.32626804,5.03758495
Strasbourg,Okko Hotels Strasbourg Centre,48.57408002,7.76544945
Lille,Superb flat in the heart of Old Lille!,50.64057500,3.06410400
BW Premier Collection,Régent Contades,48.58573972,7.75831036
Colmar,PAUL & PIA - Welcome Home Hotel,48.07654046,7.34987363
Paris,Hôtel A La Villa des Artistes,48.84228828,2.33078197
Colmar,Entre douceur et délicatesse,48.07541660,7.35996290
Strasbourg,Le 23 - Strasbourg,48.58557800,7.73992530
Strasbourg,LOFT BOHEME STRASBOURG juqu'a 8 COUCHAGES,48.54965060,7.76996460
Colmar,Les Appartements Saint Nicolas,48.07810110,7.35737760
Strasbourg,Garrigae Villa La Florangerie,48.58936133,7.77331933
Grenoble,L’extasia appartement avec jacuzzi balneo double,45.18105330,5.71457080
Lille,Private Room & Spa,50.63894958,3.05878908
Colmar,The EastSide - Central Studio - Parking,48.07624400,7.36399500
Lille,The People - Lille,50.64574603,3.05592656
Colmar,Appartement Bredala,48.07805253,7.35612649
Colmar,Hotel Primo Colmar Centre,48.08151469,7.35728122
Colmar,COLMARAPPART Grand'Rue,48.07641026,7.35954888
Strasbourg,Cerise Strasbourg,48.56051607,7.74588168
Colmar,Hotel Le Colombier Suites,48.07394456,7.35857606
Colmar,Le Jules,48.07694190,7.36328000
Riquewihr,Hôtel De La Couronne,48.16643355,7.29782805
Colmar,Hotel Arc-En-Ciel Colmar Contact Hotel,48.08745399,7.36068696
Colmar,Relais & Châteaux La Maison Des Têtes,48.07859549,7.35552706
Colmar,Les Appartements Saint Nicolas,48.07810110,7.35737760
Ammerschwihr,Hôtel L'Orayé - Colmar Ouest,48.12183962,7.28607595
Colmar,ibis Colmar Centre,48.07919800,7.36350700
Colmar,Les Appartements de Home Petite Venise,48.07406195,7.35946119
Riquewihr,Hôtel le Saint Nicolas,48.16677417,7.29575068
Dijon,Hôtel le Thurot,47.32660499,5.02834596
Dijon,Le Tivoli - Balcon vue jardin,47.31683740,5.03621180
Dijon,Ma Suite - Maison Tillot,47.32021840,5.03504810
Dijon,B&B Hôtel Dijon Centre,47.32281707,5.03688532
Dijon,Le paradis iyedessil,47.32799950,5.06021450
Dijon,LE ROMANTIQUE I HyperCentre Dijon I RENT IMMO,47.32780990,5.04452100
Colmar,Les Charpentiers,48.07788400,7.35002200
Colmar,Le cocon de Jules,48.07588690,7.35602150
Colmar,Le petit Colmarien hyper-centre,48.07754000,7.35617300
Colmar,LUCKY PLACE - PARKING - CENTRE - BALCON,48.08195720,7.35351240
Dijon,Campanile Dijon Centre - Gare,47.32331785,5.02963811
Colmar,Confort et calme à Colmar,48.06901900,7.35451800
Grenoble,Appartement 1 pièce et cuisine,45.17600700,5.71205010
Colmar,Résidence Le Parc COLMAR,48.08630500,7.36182800
Grenoble,La Terrasse - Appartement Cosy et Parking à Grenoble,45.17827300,5.72620100
Grenoble,Casa Il vino del dottore,45.18111280,5.73783289
Grenoble,Melting-Pot *** T3 centr Grenoble équipé,45.18360650,5.71816590
Hyper-centre Grenoble,Place de Metz,45.18745600,5.73006310
confort et romantique,Le 1965 Double BALNEO,45.17983880,5.70767860
Strasbourg,City Residence Access Strasbourg,48.59001400,7.73987000
Strasbourg,Citadines Eurometropole Strasbourg,48.60427412,7.70446112
Strasbourg,Montempô Apparthôtel Strasbourg,48.57942103,7.73011345
Strasbourg,Appart'City Strasbourg Centre,48.57772068,7.73397669
Strasbourg,Chambre d'hôtes La Célestine,48.58079190,7.76009873
Strasbourg,City Résidence Strasbourg Centre,48.58906194,7.73879863
Strasbourg,Adagio Strasbourg Place Kleber,48.58424797,7.74583608
Colmar,Sous les Tilleuls PARKING HYPERCENTRE 4-6 Personnes,48.07831426,7.35740174
Grenoble,Le Baudelaire - Cosy Studio et Parking à Grenoble,45.17375700,5.72475000
Colmar,Les Vignes,48.07900763,7.36217139
Colmar,Les Gites Du Retable,48.07907500,7.35559300
Strasbourg,Hotel des Vosges BW Premier Collection,48.58568600,7.73648300
Colmar,Maison 1934 - Colmar Gare & parking gratuit j,48.07188230,7.34384118
Colmar,Cozy Appartement - Le New Dehli - Centre ville - Gare - Free public parking,48.07824083,7.35032891
Colmar,La Maison de Vacances de Colmar et son jardin 4/5p,48.07057919,7.36822870
Colmar,L'étoile du Nord - 1 PARKING GRATUIT,48.08041700,7.35998000
Annecy,Les Choucas - appartement duplex lumineux avec parking,45.92476321,6.14201192
Colmar,Nouveau - Le Discovery - Centre Ville - Balcon,48.07657020,7.35556470
Colmar,2 Charmants logements * CHARMANT GITE COLMAR *,48.08499110,7.35701630
Colmar,L'ambassadeur - Colmar centre,48.07811575,7.36194647
BW Signature Collection,Hotel KLE,48.13876337,7.26290166
Rouffach,Château d'Isenbourg & SPA,47.96251939,7.29548514
Colmar,Ibis Colmar Est - Hotel Restaurant en Alsace,48.07790332,7.40279764
Colmar,Hotel Le Colombier Suites,48.07394456,7.35857606
Colmar,Villa Élyane,48.07015577,7.34875850
Dijon,Apparteo Dijon,47.32075509,5.05810049
Dijon,Sweet Home Dijon-Arquebuse,47.32122395,5.02561968
Colmar,COLMARAPPART Grand'Rue,48.07641026,7.35954888
vue exceptionnelle,Appart Saint Benigne,47.32098540,5.03420420
Dijon,Appart Hotel Montchapet Dijon Centre,47.32731300,5.03334300
Dijon,Chaleureux studio à 5mn de la gare,47.31951250,5.02558860
Dijon,Campanile Dijon Nord - Toison D'or,47.35607457,5.04529685
Lille,Lille centre - Beautiful bright apartment!,50.63414400,3.06691500
Dijon,Bel Appartement Rénové 7mn à pied Centre Ville 95M2 5 Pers Enfant Compris,47.31571750,5.03666480
Colmar,Trifel - Small Studio next to the Little Venice,48.07497910,7.35649980
Lille,ibis Lille Centre Grand Place,50.63833665,3.06302972
Dijon,chambre avec spa by jordans collection,47.31862133,5.04088461
Colmar,Colmar Suites - Résidence,48.07000780,7.36405000
Colmar,Splendide Studio Centre Colmar,48.08092400,7.36142800
Colmar,Ibis Styles Colmar Nord,48.11068714,7.36243308
Colmar,Le Loft,48.07606760,7.35838710
Colmar,Suite Le splendide du centre historique avec climatisation,48.07811404,7.35717794
Colmar,Appartement Beraweka,48.07804413,7.35612113
Grenoble,Le Zen appartement balnéo Grenoble,45.18794460,5.71959580
Colmar,La Provence Suites,48.07818127,7.35444112
Dijon,Les Apparts de la Chouette APPT 3,47.32303540,5.04159700
Grenoble,Le petit idéal Confort gare Parking,45.18885264,5.71267470
charmant T5 en hyper centre,NOCNOC - L'architecte,45.19255570,5.72471920
Lit QUEEN SIZE,Le 2005 Double BALNEO,45.17983880,5.70767860
Grenoble,Welcome to Jules' home #DA,45.17965550,5.72343760
Grenoble,Residhotel Le Central'Gare,45.19085898,5.71572438
Grenoble,La Bastille - Charmant Appartement à Grenoble,45.19470870,5.71928950
Strasbourg,Citadines Kléber Strasbourg,48.58384564,7.74342477
Strasbourg,Comfort Hotel Strasbourg - Montagne Verte & Restaurant Louisiane,48.57269177,7.72871353
Strasbourg,Le Moon,48.58750934,7.74958822
Wintzenheim,Logement entier: Route des Vins.Wintzenheim,48.06809250,7.31303350
Grenoble,Beaublache Résidence studios meublés,45.18848170,5.71843930
an IHG Hotel,voco Strasbourg Centre - The Garden,48.58968500,7.73950800
Wintzenheim,Studio Balnéothérapie,48.06801100,7.31733970
Strasbourg,Best Western Plus Monopole Métropole,48.58501891,7.73882546
Wintzenheim,Gîtes intemporels d'Alsace,48.06801100,7.31733970
Strasbourg,Hotel Cour du Corbeau Strasbourg - MGallery,48.57934881,7.75155723
Wettolsheim,Villa Luxury Colmar,48.05162540,7.33097130
Annecy,Le Revon - Joli appartement proche centre ville pour 2 personnes,45.90493020,6.12990070
Wintzenheim,Charmant logement avec balnéo,48.06811570,7.31191560
Annecy,Appartement Cosy à Annecy le Vieux avec Balcon,45.91252100,6.14704300
Annecy,Les hauteurs d'Annecy entre lac et montagne,45.88489050,6.10139700
Colmar,Le Cerf,48.07626200,7.35782600
Annecy,Duplex au centre ville d'Annecy 3 pièces de 84m,45.89717180,6.12516140
Annecy,le panorama du lac,45.89464468,6.13043418
Voegtlinshoffen,Aux Grains Nobles,48.01965894,7.28162609
Colmar,Le Green St Léon : Lit Queen Size * WIFI * Idéal Couple,48.08010320,7.34573810
Colmar,LOVELY COLMAR,48.07645950,7.36008610
Wintzenheim,Coeur d'Alsace Colmar Vignobles Ouest,48.07206190,7.29130380
Colmar,Maison 1708 - rue du canard - city center Colmar,48.07449200,7.35653100
Colmar,Le Muguet 3 chambres - 1 GARAGE GRATUIT,48.07997150,7.34988560
Colmar,Le STUDIO 1586 - Centre historique,48.07616500,7.35966780
Colmar,CHAMBRE DU MONDE,48.08005900,7.35782500
Annecy,Apartment with balcony near downtown,45.89781670,6.11446590
Annecy,LA COSTIERE DU LAC,45.89592899,6.13144446
Colmar,Hotel Beausejour Colmar,48.08405233,7.36607082
Kaysersberg,Hotel Les Remparts,48.14245852,7.26023555
Ingersheim,Gîte du Moulin,48.09577574,7.30304915
Colmar,L'Esquisse Hotel & Spa Colmar - Mgallery,48.07545714,7.35353217
Colmar,NEW ! Sur les Quais de Colmar avec parking inclus,48.07436303,7.36021489
Dijon,L'étoile et le Merveilleux 2 appartements SPA,47.31245670,5.04220150
Ammerschwihr,Les Chambres Du Vignoble - Domaine Pierre Adam,48.12785447,7.28413269
Dijon,LE MODERNE I Centre Historique Dijon I RENT IMMO,47.32163500,5.03641910
Dijon,La bohème C.A,47.31822830,5.03331900
Dijon,LA CACHETTE - TOPDESTINATION-DIJON,47.31759140,5.03489790
Dijon,Les Jardins Secrets - Appart Spa - Gare & Centre,47.32528554,5.02885009
Beblenheim,Kanzel Residences,48.15536126,7.32067913
Dijon,Studio cosy aux facs!,47.31558000,5.06389100
Strasbourg,Mercure Strasbourg Centre Petite France,48.58361365,7.73788601
Strasbourg,Hotel Kaijoo by HappyCulture,48.58341403,7.74176516
Colmar,⭐️The Pfeffel | Unbeatable location |Petite Venise,48.07516900,7.35582800
Strasbourg,Hôtel de l'Europe by HappyCulture,48.58209700,7.74293996
Strasbourg,Adagio Strasbourg Place Kleber,48.58424797,7.74583608
Strasbourg,Best Western Plus Hotel Villa D'est,48.59227219,7.74574824
Strasbourg,Ibis Styles Strasbourg Centre Gare,48.58416813,7.73675278
Dijon,Le Salmanazar,47.32557413,5.03269970
Dijon,L’alcôve - Charmant T2- Centre Ville Dijon,47.32029010,5.03455650
Dijon,L'écluse escale entre le port et la ville.,47.31418930,5.01974490
Dijon,Le Suzon,47.32499960,5.04072940
Dijon,MÉDICIS HOME DIJON LES PETITES ROCHES,47.31436158,5.05549186
Dijon,Le Petit Duc,47.32471890,5.04512340
Colmar,My Sweet Homes - Christmas Apartment,48.07736030,7.36189170
Colmar,les magnolias,48.08607100,7.36780800
Colmar,La Petite Venise 3pièces Lit King Size Free Parking,48.08129000,7.34744390
Colmar,Le Saint-Eloi Luxury Apt private parking with AC 6 pers Colmar old town,48.07940400,7.36342560
Colmar,NaNa's,48.07542293,7.35804474
Dijon,LE DORMEUR DU VAL - TOPDESTINATION DIJON,47.31782080,5.03475000
Dijon,Gastronomie Jardin,47.32008382,5.02662026
Strasbourg,Odalys City Strasbourg Green Marsh,48.58668685,7.74025977
Strasbourg,HANNONG Hotel & Wine Bar,48.58279611,7.74312839
Strasbourg,Appartements Le 32,48.58005151,7.74878651
Strasbourg,Résidence les Cèdres,48.59089809,7.71870852
Strasbourg,Hôtel Athena Spa,48.59173665,7.71170497
Strasbourg,Hôtel Tandem - Boutique Hôtel,48.58383633,7.73494899
Strasbourg,Hilton Strasbourg,48.59655677,7.75528550
Grenoble,Cap Dauphiné,45.16202777,5.70930069
Strasbourg,Le Grand Hotel,48.58469688,7.73656100
Annecy,Very nice flat with terrace in the heart of Annecy Old Town - Welkeys,45.90025930,6.12699430
Hattstatt,La belle alsacienne - Route des vins d'Alsace,48.01211100,7.30079400
Voegtlinshoffen,Gite La Fixoune,48.02074030,7.27958542
Colmar,Wine Lovers Cottage,48.05969059,7.34651741
Colmar,Castelnau,48.07049955,7.35058363
Colmar,Confort et calme à Colmar,48.06901900,7.35451800
Colmar,Maison 1934 - Colmar Gare & Parking gratuit,48.07188416,7.34382733
Colmar,GANZALIESELE,48.07130104,7.34756291
Colmar,Gîte Maria de la Maison Saint-Josse,48.07477570,7.36261820
Annecy,Studio close to all amenities and the old town,45.89442800,6.11892400
Annecy,RESIDENCE ALBIGNY STUDIO VUE SUR LAC,45.90331400,6.13373200
Annecy,Apartment Classified 3 stars near downtown and lake,45.90459100,6.12973700
Annecy,La Glycine du Faubourg,45.89774880,6.12832090
Annecy,Nice & bright flat w balcony & beautiful view in Annecy center - Welkeys,45.90719530,6.12643720
Colmar,GANZALIESELE,48.07130104,7.34756291
Colmar,The downtown cosy apartments,48.08210098,7.35861393
Annecy,Hôtel Le Pré Carré,45.90249645,6.12611979
Colmar,Le gîte de Sabina - Colmar,48.07868500,7.36311400
Colmar,appartement à Colmar,48.07511100,7.35781300
Annecy,Apartment Classified 3 stars quiet close to the lake and shops,45.91359050,6.13938330
Houssen,Fast Hotel Colmar Houssen,48.12846197,7.36145005
Annecy,HomeBuddy' - Les terrasses de Bonlieu - appartement cocon,45.90241460,6.12579530
Dijon,Appartements atypiques centre historique,47.32097600,5.03421600
Dijon,Le Salmanazar,47.32557413,5.03269970
Dijon,LA BONNE ESCALE I Centre Historique Dijon I RENT IMMO,47.31434680,5.03567745
Strasbourg,Le Jean-Sébastien Bach,48.58816909,7.77828276
Strasbourg,K Hotel,48.59304756,7.71466415
Strasbourg,Citadines Kléber Strasbourg,48.58384564,7.74342477
Strasbourg,City Résidence Strasbourg Centre,48.58906194,7.73879863
Strasbourg,Hôtel Campanile Strasbourg Aéroport Lingolsheim,48.56176222,7.69705474
Pamela,Appartements Paola,48.58361986,7.74157137
Strasbourg,Citadines Eurometropole Strasbourg,48.60427412,7.70446112
Strasbourg,HANNONG Hotel & Wine Bar,48.58279611,7.74312839
Strasbourg,Le Moon,48.58750934,7.74958822
Strasbourg,Hotel Cour du Corbeau Strasbourg - MGallery,48.57934881,7.75155723
Colmar,Gîte de l'Est 1,48.07769800,7.36452830
Dijon,LE PHENIX,47.33500575,5.04459377
Dijon,Studio Dijon Rue Pietonne,47.32151579,5.04041894
près de la Cité de la Gastronomie,Le Grand Cru,47.31377600,5.02852140
Dijon,La Maria - Dijon Centre,47.32313200,5.04116900
Dijon,Appart&Spa Devosge,47.32646452,5.03911911
Dijon,The down town Nenad's SPA,47.31697178,5.03988046
Dijon,Bel appartement à louer au coeur de Dijon,47.31483670,5.03014990
Grenoble,HAPPY STUDIO Gare Centre,45.18676477,5.71715114
Dijon,FASTHOTEL A Dijon,47.34941205,5.07348821
Colmar,Le Rapp,48.07641860,7.35596895
Colmar,L'invitation - A 200m de la Petite Venise,48.07484920,7.35712680
Colmar,Colmarappart Rue Des Clefs,48.07770918,7.36076800
Colmar,Duplex des Dominicains - 1 Parking GRATUIT - Hypercentre 6 personnes,48.07830000,7.35739100
Dijon,Le Mans'Art,47.31001546,5.05903384
Annecy,SavoieLac - Annecy Mavéria,45.90643400,6.14458850
Annecy,Apartment for 4 people near the city center,45.91116700,6.11965200
Annecy,Mercure Annecy Sud,45.88932486,6.10639751
Annecy,Zenitude Hôtel-Résidences Les Hauts d'Annecy,45.89074900,6.10775300
Annecy,Nice flat with balcony in Annecy - Welkeys,45.91613580,6.12252400
Annecy,Le Kaliste - T2 pouvant accueillir 4 personnes garage,45.90926090,6.12405350
Annecy,Carnot on the Roof 2 - 4 personnes Lac à 400m,45.90267160,6.12515260
Annecy,Appartement cosy au cœur d’Annecy avec parking,45.91566139,6.12355917
Colmar,COLMAR PASTEUR City,48.07726700,7.33756400
Colmar,Maison 1934 - Colmar Gare & parking gratuit j,48.07188230,7.34384118
Colmar,Dream Loft,48.07582090,7.34294420
Colmar,Les Appartements de la Gare,48.07512870,7.34553890
Colmar,Residence La Petite Venise,48.07089200,7.35390000
Colmar,Residence La Petite Venise,48.07089200,7.35390000
Colmar,Le XI - Suite Colmar Gare - Parking,48.07429442,7.34840164
Annecy,Le Chaumontel,45.90396900,6.12048500
Annecy,Chez Alexane,45.89453790,6.13207430
Colmar,Appartement 4P Hypercentre. Place de Cathédrale,48.07831670,7.35779720
Annecy,Apartment with terrace and garage Classified 4 stars,45.89493900,6.12936700
Parking & Proche Lac,L'ECHAPPEE BELLE - Charme,45.91067930,6.13981430
Strasbourg,Hotel des Arts,48.58031945,7.75127023
Annecy,Hotel Bellevue,45.91940436,6.12418592
Bed & Spa,Sweet Loft Grenoble,45.18677290,5.73226140
Annecy,SavoieLac - Annecy Mavéria,45.90643400,6.14458850
Grenoble,Spa Millénium,45.17812410,5.73020130
Grenoble,Villa atmosphère à l'ile verte,45.19751190,5.74139480
Grenoble,Le Boheme - Rent4night Grenoble,45.18565140,5.74387840
Grenoble,HAPPY HOME Europole Berriat,45.18984476,5.70508569
Grenoble,Les terrasses de Libération,45.17654590,5.71557740
Strasbourg,Hôtel Tandem - Boutique Hôtel,48.58383633,7.73494899
Strasbourg,Boutique Hotel Des XV,48.58923820,7.78273340
Strasbourg,LIFE CATHEDRALE CITY-Center Place Gutenberg,48.58163534,7.74854487
Strasbourg,Appartements Le 32,48.58005151,7.74878651
Strasbourg,Strasbourg sublime : Old City - petite France,48.58044750,7.73284408
Strasbourg,Hilton Strasbourg,48.59655677,7.75528550
Strasbourg,Un séjour de Charme à STRASBOURG,48.58035400,7.75029310
Gueberschwihr,Le nid de Gueb,48.00414424,7.27822922
Strasbourg,Le Grand Hotel,48.58469688,7.73656100
Dijon,BED & SPA - LA PARENTHESE Topdestination-Dijon,47.31759140,5.03489790
Dijon,LE COIN VINTAGE I HyperCentre Dijon I RENT IMMO,47.31759140,5.03489790
quartier Antiquaires,Le Comte est bon,47.32397960,5.04429590
Dijon,Loveappart21 Pimentez votre vie de couple,47.32127990,5.03629180
Dijon,Nyx suite d’exception,47.31626000,5.03437500
Dijon,STUDIO LE PERGAUD Topdestination-Dijon,47.31781200,5.03474700
Dijon,Le Vannerie - Appartement cœur historique - Tout équipé,47.32300210,5.04583650
Annecy,Joli T2 lumineux et cosy au centre d'Annecy,45.91357360,6.12407360
Annecy,La Caravelle - Appartement moderne à 2 pas du centre-ville d'Annecy,45.89385670,6.11845710
Annecy,Pretty 2 rooms in the city center,45.90316400,6.12532400
Annecy,Le Thélème - Appartement Duplex à Annecy balcon & parking à 800m du Lac,45.90509490,6.12832520
Annecy,CÔTÉ GARE - Gare - Centre-ville - Parking - Netflix - Wifi - Disney+ - Terrasse,45.90294870,6.11854740
Annecy,La Cour Filaterie - Suite au d'Annecy PDJ en option,45.89973000,6.12621000
Annecy,Appartement Annecy Green,45.90792900,6.12794600
Colmar,LE BREDALA COLMAR,48.06740492,7.35899593
Proche centre ville,Appartement meublé T4,45.18149455,5.74091944
Annecy,Apartment for two people facing the lake,45.90332650,6.13363040
Annecy,HomeBuddy' - La Venise des Alpes,45.89830900,6.12688300
Annecy,Le Gouverneur - à 5 min du Lac - Terrasse & Jardin - 2 personnes,45.90663980,6.13832040
Annecy,Le Talabar - appartement pour 4 personnes dans maison avec jardin,45.90879310,6.15112340
Grenoble,Rent4night Grenoble Europole,45.19019900,5.71069400
Grenoble,R'Studio Ciné Salle 2 Hypercentre Grenoble,45.18905610,5.72143980
Grenoble,François 1er au Manoir,45.17559300,5.71373000
magnifique T5 chaleureux,NOCNOC - L'Amazonie,45.17885950,5.73400080
Grenoble,Grenoble hyper-centre + WiFi + Netflix,45.18127131,5.72097498
Strasbourg,Le 22 Ehrmann,48.59291360,7.75504990
Strasbourg,Hôtel LÉONOR the place to live,48.58594200,7.74723500
Dijon,SWEETHOME DIJON - Drapeau,47.33992382,5.04527996
Strasbourg,Lagrange Apart’Hotel Strasbourg Wilson,48.58741328,7.73824275
Colmar,Le cosy de la gare,48.07154481,7.34729428
Strasbourg,ibis Strasbourg Centre Les Halles,48.58599411,7.74306346
Dijon,Eden spa appartement d’exception,47.31818200,5.03334900
Dijon,Suite Darcy & Spa,47.32555060,5.03399330
Dijon,Luxury Suite lilas 3,47.30950500,5.04204300
Annecy,Studio for 2 located in the city center,45.90033000,6.12587600
Annecy,Les Glieres centre ville spacieux au 5ieme etage,45.90127130,6.12217960
Annecy,Les suites sainte claire,45.89849600,6.12471447
Annecy,LP's house,45.89996005,6.11639142
Annecy,La Forclaz,45.90575174,6.12538576
Annecy,Le Triplex Carnot - Appartement avec Climatisation pour 5 personnes,45.90199360,6.12551770
Colmar,Résidence Pierre & Vacances La Petite Venise,48.07093986,7.35386556
Annecy,Spacious 1-bedroom with terrace 15 min from Lake Annecy Welkeys,45.91068010,6.13981520
Grenoble,R'Studio Ciné Salle 1 Hypercentre Grenoble,45.18905610,5.72143980
an IHG Hotel,Holiday Inn Express Dijon,47.32699910,5.07608727
parking & tramway,Le 62 - Spacieux T2 avec JARDIN,45.18645230,5.71078400
Grenoble,Le 1970,45.17983650,5.70741440
Grenoble,R’Studio 18 Hyper Centre,45.19005200,5.72918730
Grenoble,La suite Grenoble spa jacuzzi et sauna privatif,45.18269011,5.74799547
à 2min de la Caserne de Bonne,Charmant T2 rénové,45.18106550,5.72251640
Grenoble,Logement cosy quartier Championnet,45.18750794,5.71980908
Grenoble,Appartement spa privatif Grenoble At Home Spa,45.19523100,5.72945900
Colmar,Odalys City Colmar La Rose d'Argent,48.07891558,7.36514839
Colmar,L'ambassadeur - Colmar centre,48.07811575,7.36194647
Colmar,Mercure Colmar Centre Unterlinden,48.08106080,7.35717729
Colmar,Gite BI UNS chez Silvana,48.07748642,7.35618792
Colmar,Appartement Le 22 - Colmar Centre Parking Privatif en option,48.07551570,7.35665962
Colmar,Hotel Arc-En-Ciel Colmar Contact Hotel,48.08745399,7.36068696
Colmar,Le Colombier,48.07376803,7.35829376
Dijon,L'aparthoteL LhL,47.32566596,5.03518894
Dijon,Appart’City Dijon – Toison D’or,47.35495715,5.03765523
Dijon,Odalys City Dijon Les Cordeliers,47.31827001,5.04011462
Dijon,Hôtel Restaurant initial by balladins Dijon Nord,47.35121566,5.06966740
Dijon,Novotel Dijon Sud,47.27952743,5.00770569
an IHG Hotel,Holiday Inn Dijon Toison D'or,47.35570000,5.05200000
Spacieux T3 Annecy,Le Thiou,45.89853810,6.12561840
Dijon,Aparthotel Adagio Access Dijon République,47.32552600,5.04948040
Grenoble,T2 45m² très calme proche gare train / routière,45.20451393,5.70347724
Grenoble,L'Esplanade - Appartement Cosy à Grenoble,45.19444162,5.71936810
